Year,Which languages are you proficient in?,What Country or Region do you live in?,Which US State or Territory do you live in?,How old are you?,How many years of IT/Programming experience do you have?,How would you best describe the industry you work in?,Which best describes the size of your company?,Which of the following best describes your occupation?,How likely is it that a recommendation you make will be acted upon?,What is your involvement in purchasing? You can choose more than 1.,What types of purchases are you involved in?,"What is your budget for outside expenditures (hardware, software, consulting, etc) for 2011?",What type of project are you developing?,What operating system do you use the most?,Please rate your job/career satisfaction,"Including bonus, what is your annual compensation in USD?",Which technology products do you own? (You can choose more than one),"In the last 12 months, how much money have you spent on personal technology-related purchases? ",Which of our sites do you frequent most?
2011,"nan, JavaScript, SQL, C#",Other Europe,,25-29,41310,Finance / Banking,Mid Sized (100-999),Web Application Developer,Once in a blue moon,"Influencer, Recommender","nan, Software","nan, Don't know",Enterprise,Windows XP,I enjoy going to work,"$20,000 - $40,000","iPhone, PS3","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,Virginia,40-50,11,Consulting,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,Influencer,"Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","nan, $75,001 - $100,000",Web Platform,Windows 7,I enjoy going to work,"$120,000 - $140,000","nan, Other Smart Phone, Nook, Blu-Ray, HDTV, Wii, Other gaming system","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#, vb. technologies: asp.net, wpf, wcf",United States of America,New York,25-29,41310,Finance / Banking,Mid Sized (100-999),Desktop Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software, Other","nan, Don't know",Enterprise,Windows XP,I enjoy going to work,"$40,000 - $60,000","nan, HDTV, PS3, Xbox, Wii, Other gaming system","$1,001-$2,000",Programmers Stack Exchange
2011,"nan, JavaScript, CSS, SQL, VB.NET",United Kingdom,,20-24,41310,Retail,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software","nan, Don't know",Web Platform,Windows 7,It pays the bills,"$20,000 - $40,000","iPhone, Android, HDTV, iPad, Other netbook, Xbox, Wii","$2,001-$3,000",Stack Overflow
2011,"Java, SQL, C#",Canada,,30-34,41435,Manufacturing,Mature Small Business (25-100),Desktop Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Approver","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Windows XP,I enjoy going to work,,"nan, Other gaming system",$100-$250,Stack Overflow
2011,"nan, SQL, C++, C",Other Europe,,30-34,41435,Education,"Other (not working, consultant, etc.)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Mobile,Mac OS X,I enjoy going to work,"$20,000 - $40,000","nan, Android","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Ruby, SQL",United States of America,Virginia,25-29,41310,Foundation / Non-Profit,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, >$150,000",Enterprise,Mac OS X,I enjoy going to work,"$80,000 - $100,000","iPhone, Blu-Ray, HDTV, AppleTV, iPad, PS3","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, Ruby, SQL",Other Europe,,20-24,41435,Web Services,Start Up (1-25),Web Application Developer,I run this place,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",SaaS,Mac OS X,I enjoy going to work,"$60,000 - $80,000","iPhone, HDTV, iPad, Wii","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, C#",France,,35-39,11,Web Services,Mature Small Business (25-100),Web Application Developer,I run this place,"Influencer, Purchaser","Hardware, Software","nan, $10,001 - $25,000",Web Platform,Windows 7,It pays the bills,"$60,000 - $80,000","iPhone, Blu-Ray, HDTV, PS3, Wii","$501-$1,000",
2011,"nan, JavaScript, CSS, PHP, C#",Other Europe,,25-29,41310,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Other,Windows 7,I enjoy going to work,"$60,000 - $80,000","nan, Other netbook",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, SQL, C#, C++, C, Perl, Assembler (x86 and win32)",United States of America,Idaho,25-29,11,Other,"Fortune 1000 (1,000+)",Embedded Application Developer,Not in a million years,"nan, No Involvement",nan,nan,Enterprise,Windows XP,It pays the bills,"$40,000 - $60,000","nan, Android, Blackberry, Regular Mobile Phone, HDTV, iPad, Wii, Other gaming system, Dell PowerEdge 1900","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, C#",United Kingdom,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer, I'm a Seller","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",Web Platform,Windows 7,So happy it hurts,"$60,000 - $80,000","nan, Blackberry, Xbox",$251-$500,Stack Overflow
2011,"nan, CSS, PHP, JavaScript (incl. jQuery), HTML",United Kingdom,,20-24,41310,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Other","<$10,000",Enterprise,Mac OS X,I enjoy going to work,"$20,000 - $40,000","iPhone, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, SQL, C#",United States of America,North Carolina,30-34,11,Other,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, Don't know",Enterprise,Windows XP,It pays the bills,"$100,000 - $120,000","nan, Regular Mobile Phone, HDTV, Other netbook, Xbox","$2,001-$3,000",Stack Overflow
2011,"Java, CSS, SQL",United States of America,Maryland,25-29,41435,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,Influencer,"nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Web Platform,Windows 7,It pays the bills,"$40,000 - $60,000","nan, Android, Xbox",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, PHP, Python, SQL, ActionScript",Germany,,30-34,41435,Software Products,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"nan, Purchaser","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","<$10,000",SaaS,Linux,So happy it hurts,"$20,000 - $40,000","nan, Other Smart Phone, Other netbook",$100-$250,Stack Overflow
2011,"nan, CSS, PHP, C#, C++, C, eiffel",Mexico,,20-24,41435,Foundation / Non-Profit,Student,Student,I run this place,"nan, Approver","nan, User Equipment: Monitors, PCs, Laptops","<$10,000",Other,Linux,So happy it hurts,Student / Unemployed,"nan, Android","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United Kingdom,,30-34,41435,Software Products,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,Influencer,"nan, Software","nan, Don't know",Web Platform,Windows 7,I enjoy going to work,,"nan, Other Smart Phone","$501-$1,000",Stack Overflow
2011,"nan, C++",Other Europe,,20-24,<2,Software Products,Start Up (1-25),Desktop Application Developer,Once in a blue moon,"nan, No Involvement",nan,nan,Mobile,Windows 7,It pays the bills,"<$20,000","nan, HDTV","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Ruby, SQL, C#",United States of America,Pennsylvania,25-29,11,Education,Mid Sized (100-999),Web Application Developer,Unless it's stoopid it gets done,Influencer,"nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",SaaS,Windows 7,I enjoy going to work,"$40,000 - $60,000",iPhone,,Stack Overflow
2011,"nan, Ruby, bash, awk, sed, linc 4gl",Other Europe,,35-39,11,Finance / Banking,Mature Small Business (25-100),Systems Analyst,Once in a blue moon,"nan, No Involvement",nan,nan,Enterprise,Linux,It pays the bills,"$40,000 - $60,000","nan, Regular Mobile Phone, Kindle, Other netbook, Other gaming system",$251-$500,Stack Overflow
2011,"Java, JavaScript, SQL, C#, C, VB6",United States of America,North Carolina,25-29,41310,Retail,"Fortune 1000 (1,000+)",Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software, Consultants","nan, Don't know",Enterprise,Windows XP,It pays the bills,"$40,000 - $60,000","nan, Regular Mobile Phone",$100-$250,Stack Overflow
2011,"nan, JavaScript, C#",India,,25-29,41310,Other,Start Up (1-25),Web Application Developer,I run this place,"nan, Approver, Check Writer","nan, Servers, Software, Other","<$10,000, Don't know",Web Platform,Windows Vista,I enjoy going to work,"<$20,000",nan,$100-$250,Stack Overflow
2011,"nan, CSS, C#",Middle East,,25-29,41310,Advertising,Mature Small Business (25-100),Web Application Developer,Once in a blue moon,"nan, No Involvement",nan,nan,Web Platform,Windows 7,I'm not happy in my job,"<$20,000",nan,<$100,Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, C#, C++, C, Perl",Other Europe,,35-39,11,Software Products,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, Recommender","Hardware, Software","nan, $10,001 - $25,000",Web Platform,Windows 7,I enjoy going to work,"<$20,000","nan, Other Smart Phone",$100-$250,Stack Overflow
2011,"Java, Python, C#, C++, C",United States of America,Oregon,40-50,11,Healthcare,"Fortune 1000 (1,000+)",Embedded Application Developer,It's been known to happen,"Influencer, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",Other,Windows XP,I enjoy going to work,"$100,000 - $120,000","nan, Android, Blu-Ray, Other gaming system, Sony Reader","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,North Carolina,30-34,11,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"Influencer, Recommender, Purchaser","nan, Software","nan, Don't know",Web Platform,Windows Vista,I enjoy going to work,"$60,000 - $80,000","nan, Android, Blackberry, HDTV, Xbox, Other gaming system","$501-$1,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Ruby, SQL",United States of America,Ohio,30-34,41435,Web Services,Mid Sized (100-999),Web Application Developer,It's been known to happen,"nan, No Involvement",nan,nan,Web Platform,Linux,I enjoy going to work,"$60,000 - $80,000","iPhone, Kindle, Blu-Ray, HDTV, AppleTV, Other netbook, PS3, Wii","$1,001-$2,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL, C#, C++, C",Other Europe,,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,I run this place,"nan, Recommender, Approver, Purchaser, Check Writer","Hardware, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",Web Platform,Windows 7,I enjoy going to work,"$60,000 - $80,000","nan, Android, Kindle, HDTV, iPad, Xbox, Wii","$2,001-$3,000",Stack Overflow
2011,nan,Australasia,,< 20,41435,Retail,,,,nan,nan,nan,,,,,nan,,
2011,"nan, JavaScript, CSS, SQL, C#",United Kingdom,,30-34,11,Finance / Banking,"Fortune 1000 (1,000+)",Web Application Developer,Unless it's stoopid it gets done,"Influencer, Recommender","nan, Software","nan, Don't know",Web Platform,Windows XP,I enjoy going to work,"$40,000 - $60,000","nan, Other Smart Phone, Wii",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, C#",United States of America,Connecticut,40-50,11,Consulting,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Web Platform,Windows 7,So happy it hurts,"$120,000 - $140,000","iPhone, iPad, PS3, Xbox, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, SQL, C#, Perl",Australia,,35-39,11,Healthcare,Mature Small Business (25-100),Server Programmer,Unless it's stoopid it gets done,"Influencer, Recommender","Hardware, Servers, Software, Consultants","<$10,000",Enterprise,Windows 7,I'm not happy in my job,"$100,000 - $120,000","nan, Regular Mobile Phone, Blu-Ray, HDTV, PS3, Wii","$1,001-$2,000",Stack Overflow
2011,"Java, C",South America,,25-29,<2,Software Products,Mid Sized (100-999),Systems Analyst,Once in a blue moon,"nan, Recommender","nan, Software","nan, Don't know",Mobile,Windows XP,It pays the bills,"<$20,000","nan, Android",$251-$500,Stack Overflow
2011,"Java, JavaScript, CSS, SQL",Central America,,30-34,41435,Web Services,Mature Small Business (25-100),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software","nan, Don't know",Enterprise,Windows 7,I enjoy going to work,"$80,000 - $100,000","nan, Blackberry, Blu-Ray, HDTV, Wii",">$3,000",Stack Overflow
2011,"Java, JavaScript, Python, C#",Other Europe,,25-29,41435,Software Products,Start Up (1-25),Desktop Application Developer,It's been known to happen,"Influencer, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, $10,001 - $25,000",Enterprise,Windows XP,I enjoy going to work,"$20,000 - $40,000","iPhone, Regular Mobile Phone, Kindle, Blu-Ray, HDTV, Other netbook, PS3, Xbox",">$3,000",Stack Overflow
2011,"nan, JavaScript, CSS, PHP, Python",Other Europe,,25-29,41435,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"nan, Recommender","nan, Software, User Equipment: Monitors, PCs, Laptops, Consultants","<$10,000",Web Platform,Mac OS X,I enjoy going to work,"<$20,000","nan, Kindle, Other netbook",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, C#",Other Asia,,25-29,41310,Web Services,Start Up (1-25),Web Application Developer,Unless it's stoopid it gets done,"nan, Recommender","nan, Software","nan, Don't know",Web Platform,Windows Vista,I enjoy going to work,"$40,000 - $60,000","nan, Android, Regular Mobile Phone, Other netbook","$1,001-$2,000",Stack Overflow
2011,"nan, SQL",Italy,,40-50,11,Consulting,Start Up (1-25),Web Application Developer,I run this place,Influencer,"nan, Software","<$10,000",Mobile,Mac OS X,I enjoy going to work,"$40,000 - $60,000","iPhone, Android",$100-$250,Stack Overflow
2011,nan,Germany,,,,,,,,nan,nan,nan,,,,,nan,,
2011,"nan, Python, C++, C",United Kingdom,,40-50,11,Software Products,Mid Sized (100-999),Desktop Application Developer,Unless it's stoopid it gets done,"nan, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","<$10,000",Enterprise,Mac OS X,I enjoy going to work,"$40,000 - $60,000","nan, Android, iPad, Wii, Other gaming system","$1,001-$2,000",Stack Overflow
2011,"nan, CSS, SQL, C#",Germany,,35-39,11,Software Products,Start Up (1-25),Desktop Application Developer,I run this place,"nan, Recommender","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops","nan, $10,001 - $25,000",Web Platform,Windows 7,So happy it hurts,"$120,000 - $140,000","iPhone, iPad","$1,001-$2,000",Stack Overflow
2011,"Java, JavaScript, CSS, PHP, SQL, C#, Perl",United States of America,Maine,40-50,11,Healthcare,Mature Small Business (25-100),Web Application Developer,It's been known to happen,"nan, Recommender","nan, Servers, Software","nan, Don't know",Mobile,Mac OS X,I enjoy going to work,"$80,000 - $100,000","iPhone, Android, Kindle, AppleTV, iPad, Xbox",">$3,000",Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,Virginia,35-39,41435,Consulting,"Fortune 1000 (1,000+)",Web Application Developer,It's been known to happen,"Influencer, Recommender","nan, Software","nan, Don't know",Web Platform,Windows XP,It pays the bills,"$100,000 - $120,000","nan, Wii",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, PHP, SQL",United States of America,New York,30-34,41310,Software Products,"Other (not working, consultant, etc.)",Web Application Developer,It's been known to happen,"nan, Recommender","nan, Software","<$10,000",Web Platform,Mac OS X,I enjoy going to work,,iPhone,$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United Kingdom,,25-29,41310,Web Services,Start Up (1-25),Web Application Developer,It's been known to happen,"Influencer, Recommender","Hardware, Software, User Equipment: Monitors, PCs, Laptops","nan, Don't know",SaaS,Windows 7,It pays the bills,"$20,000 - $40,000","nan, HDTV, Other gaming system",$100-$250,Stack Overflow
2011,"nan, JavaScript, CSS, SQL, C#",United States of America,New York,30-34,11,Finance / Banking,"Fortune 1000 (1,000+)",Manager of Developers or Team Leader,Unless it's stoopid it gets done,"Influencer, Recommender, Approver","nan, Software, User Equipment: Monitors, PCs, Laptops, Consultants","nan, $41,000 - $75,000",Web Platform,Windows XP,It pays the bills,">$140,000","nan, Blackberry, HDTV, Wii","$1,001-$2,000",Programmers Stack Exchange
2011,"nan, SQL, Coldfusion, Sybase Powerbuilder",Other Europe,,40-50,11,Consulting,Start Up (1-25),Manager of Developers or Team Leader,I run this place,"nan, Approver","nan, Servers, Software, Consultants","nan, >$150,000",Enterprise,Windows 7,I enjoy going to work,">$140,000","iPhone, Other Smart Phone",">$3,000",Stack Overflow
2011,"nan, C++, C, ARM assembly",United Kingdom,,35-39,11,Finance / Banking,Start Up (1-25),Server Programmer,Unless it's stoopid it gets done,"nan, No Involvement",nan,nan,Other,Linux,I enjoy going to work,"$100,000 - $120,000","nan, Regular Mobile Phone",$100-$250,Stack Overflow
2011,nan,Other Europe,,,,,,,,nan,nan,nan,,,,,nan,,
2011,"nan, JavaScript, CSS, SQL, classic asp (vbscript)",United Kingdom,,35-39,11,Web Services,Start Up (1-25),"Executive (VP of Eng, CTO, CIO, etc.)",I run this place,"Influencer, Recommender, Approver, Purchaser, Check Writer","Hardware, Servers, Software, User Equipment: Monitors, PCs, Laptops, Consultants, Other","nan, $75,001 - $100,000",Web Platform,Windows 7,I enjoy going to work,,"nan, Android, iPad, Other netbook, Xbox, Wii","$1,001-$2,000",Stack Overflow
